record_id,state,state_name,source_doc_id,source_doc_title,source_doc_category,mined_org_name,mined_org_candidates,amount_announced,money_in_title,money_in_description,rcj_document_url,state_source_url,mining_basis
477fbff0-d12b-45b4-9728-f5e77ca5bac5,NE,Nebraska,477fbff0-d12b-45b4-9728-f5e77ca5bac5,NE - 2026 - Nebraska High Value Network Funding Recipients,AWARD_ANNOUNCEMENT,David City Jennie M. Melham Memorial Medical Center,David City Jennie M. Melham Memorial Medical Center | Applicant Award Amount Antelope Memorial Hospital | Beatrice Community Hospital & Health Center | Callaway Broken Bow Cherry County Hospital | Valentine Lexington Regional Health Center | Winnebago Comprehensive Healthcare System | West Point Sidney Regional Medical Center | Lexington Cozad Community Health System | Good Neighbor Community Health Center | Cambridge Harlan County Health System | Geneva Memorial Health Care Systems | Gothenburg Tri Valley Health System | Butler County Health Care Center | Alma Valley County Health System | Ord Howard County Medical Center | Chase County Community Hospital | Pawnee County Memorial Hospital | Aurora Fillmore County Hospital | Regional West Medical Center | Box Butte General Hospital | Boone County Health Center | Callaway District Hospital | Providence Medical Center | Heartland Health Center | Johnson County Hospital | Midtown Health Center | Brown County Hospital | Genoa Health Center,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/477fbff0-d12b-45b4-9728-f5e77ca5bac5/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 28 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
0850d192-0610-4982-88f0-745d7e9ebe08,NH,New Hampshire,0850d192-0610-4982-88f0-745d7e9ebe08,NH - 2026 - Coordination and Support for CMHCs/CCBHCs under New Hampshire's RHT Plan (RHTP),AWARD_ANNOUNCEMENT,NH Community Behavioral Health Association,NH Community Behavioral Health Association,131648590,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/0850d192-0610-4982-88f0-745d7e9ebe08/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
4c3e0ea4-bfef-4bc3-b2ac-9a5d0be01f89,NH,New Hampshire,4c3e0ea4-bfef-4bc3-b2ac-9a5d0be01f89,NH - 2026 - Foundation for Healthy Communities (FHC).pdf,AWARD_ANNOUNCEMENT,Foundation for Healthy Communities,Foundation for Healthy Communities | Foundation for Healthy Communities for,204016550,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/4c3e0ea4-bfef-4bc3-b2ac-9a5d0be01f89/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
7f81fa66-1d7e-444b-b83f-fc9939800079,NH,New Hampshire,7f81fa66-1d7e-444b-b83f-fc9939800079,NH - 2026 - New Hampshire RHTP (NHRHTP),AWARD_ANNOUNCEMENT,University System,University System,204016550,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/7f81fa66-1d7e-444b-b83f-fc9939800079/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
8bd3eadb-e13e-4da5-93d2-cbcf102d2fd1,NH,New Hampshire,8bd3eadb-e13e-4da5-93d2-cbcf102d2fd1,NH - 2026 - RHTP (NH RHTP Workforce Initiative),AWARD_ANNOUNCEMENT,Community College System,Community College System,37773537,FALSE,FALSE,https://www.ruralcarejourney.com/api/documents/8bd3eadb-e13e-4da5-93d2-cbcf102d2fd1/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
6800e396-35f1-4fed-8924-253ae85115a8,NH,New Hampshire,6800e396-35f1-4fed-8924-253ae85115a8,NH - 2026 - RHTP - FHC,REFERENCE,Foundation for Healthy Communities,Foundation for Healthy Communities,66500000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/6800e396-35f1-4fed-8924-253ae85115a8/file,https://healthynh.org/initiatives/rural-health-transformation-program,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
c9ffb02c-0b83-46c4-af9d-fa8af15e60da,NJ,New Jersey,c9ffb02c-0b83-46c4-af9d-fa8af15e60da,NJ - 2026 - NJ RHT Resource Directory,REFERENCE,Babyscripts Yes Barr Campbell Family Yes Foundation,Babyscripts Yes Barr Campbell Family Yes Foundation | Planned Systems International Yes Yes Yes Company | Bergen New Bridge Yes Yes Medical Center | Public Benefit Corporation,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/c9ffb02c-0b83-46c4-af9d-fa8af15e60da/file,NA,"§6.4: category REFERENCE; 4 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
dd139a43-49d6-4a3f-b2fd-3b2db76191b5,OR,Oregon,dd139a43-49d6-4a3f-b2fd-3b2db76191b5,OR - 2026 - Harney District Hospital Secures 2 4 Million Catalyst Grant to Modernize Rural Healthcare Tech,REFERENCE,Harney District Hospital,Harney District Hospital,NA,TRUE,TRUE,https://www.ruralcarejourney.com/api/documents/dd139a43-49d6-4a3f-b2fd-3b2db76191b5/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
8ff1a6fd-9877-4d49-9042-1e97fec65bc6,TN,Tennessee,8ff1a6fd-9877-4d49-9042-1e97fec65bc6,TN - 2026 - Tennessee Hospital Association RHTP – Compliance & Reporting Requirements April 2026,REFERENCE,Tennessee Hospital Association,Tennessee Hospital Association,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/8ff1a6fd-9877-4d49-9042-1e97fec65bc6/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
8321d103-7358-4366-a906-8d1ab606bbda,TX,Texas,8321d103-7358-4366-a906-8d1ab606bbda,TX - 2025 - Request for Applications No. HHS0015180: Rural Hospital Debt Reduction,REFERENCE,Rural Hospital,Rural Hospital,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/8321d103-7358-4366-a906-8d1ab606bbda/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
c6dd814b-d3e6-480b-a25e-90de18223d07,TX,Texas,c6dd814b-d3e6-480b-a25e-90de18223d07,TX - 2025 - Request for Applications No. HHS0015677 Rural Hospital Improvement,REFERENCE,Rural Hospital,Rural Hospital,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/c6dd814b-d3e6-480b-a25e-90de18223d07/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
9bc3f893-cce2-4b8c-af7f-02ef91499077,VA,Virginia,9bc3f893-cce2-4b8c-af7f-02ef91499077,VA - 2026 - Governor Spanberger Announces Virginia Highlands Community College in Abingdon Receives First RHT Grant,AWARD_ANNOUNCEMENT,Governor Spanberger Announces Virginia Highlands Community College,Governor Spanberger Announces Virginia Highlands Community College | Virginia Highlands Community College,127500,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/9bc3f893-cce2-4b8c-af7f-02ef91499077/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
54c33232-cb2f-4f8c-821d-162fe000ed53,WA,Washington,54c33232-cb2f-4f8c-821d-162fe000ed53,WA - 2026 - In a crisis? Free or low-cost health care,REFERENCE,Health Care Authority,Health Care Authority,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/54c33232-cb2f-4f8c-821d-162fe000ed53/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
