state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason
FL,1,CommunityHealth IT,18512061.76,VENDOR_OR_CONTRACTOR,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,VENDOR_OR_CONTRACTOR,,
FL,72,New Horizon Primary Care,650000,PHYSICIAN_PRACTICE,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,PHYSICIAN_PRACTICE,,
FL,73,Florida Agricultural and Mechanical University - Pathway 1,1428837.12,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,74,Escambia Community Clinics (Community Health Northwest Florida),712111,FQHC_OR_RHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,FQHC_OR_RHC,,
FL,75,Chipola College - Pathway 1,304084,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,76,Florida Agricultural and Mechanical University - Pathway 2,1428452.93,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,77,Chipola College - Pathway 2,575478,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,78,Escambia Community Clinics (Community Health Northwest Florida),716509.3,FQHC_OR_RHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,FQHC_OR_RHC,,
FL,79,Florida State University,1217044.11,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,80,Florida Agricultural and Mechanical University,1102876.11,UNIVERSITY_OR_AHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,UNIVERSITY_OR_AHC,,
FL,81,Titus Sports Academy (CHAMPIONS),1217044.14,NONPROFIT_CBO,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,NONPROFIT_CBO,,
FL,82,Escambia Community Clinics (Community Health Northwest Florida),1331212.17,FQHC_OR_RHC,No,,Yes,Yes,FY2026 (Year 1),Florida Rural Health Transformation Program | Year 1 Awardees,https://flgov.com/eog/sites/default/files/shared/2026/08/RHTP%20-%20PDF.pdf,AGENCY_PRESS_RELEASE,MANUAL,AI-assisted - CONFIRM,,,,,FQHC_OR_RHC,,
