state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,amount_basis,county,project_description,round_id,round_name,round_awards,round_amount,initiative,initiative_fund_use,source_archive_path
OK,28,Pafford Medical Services,64340.9,NONPROFIT_CBO,No,"Haskell County. Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Haskell,"Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,29,City of Wetumka,50000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"Hughes County. The City of Wetumka will invest in the development of an active living course to promote healthy lifestyles and encourage regular physical activity for the residents of Wetumka and surrounding communities, in partnership with local organizations. The adult physical fitness equipment is designed to accommodate a range of abilities, including individuals with disabilities, and a protective awning will provide shade and shelter. The City of Wetumka will also invest in walking path signs with designated mileage points to assist users in tracking their activity. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a local government.,MEDIUM,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Hughes,"The City of Wetumka will invest in the development of an active living course to promote healthy lifestyles and encourage regular physical activity for the residents of Wetumka and surrounding communities, in partnership with local organizations. The adult physical fitness equipment is designed to accommodate a range of abilities, including individuals with disabilities, and a protective awning will provide shade and shelter. The City of Wetumka will also invest in walking path signs with designated mileage points to assist users in tracking their activity.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,30,Altus Public Schools,49988.7,SCHOOL_OR_DISTRICT,No,"Jackson County. Altus Public Schools will invest in updated, shared-use wellness and strength-training equipment to expand safe, structured physical activity opportunities for students in grades 6–12. Purchases include strength and resistance equipment (such as dumbbells, plates, and benches), cardiovascular equipment (including stationary bikes), and functional training equipment (such as plyometric boxes, medicine balls, and agility tools). The project also includes mobility and recovery equipment (such as resistance bands and suspension trainers), performance monitoring tools to support safe progression, and safety and infrastructure improvements, including flooring, storage systems, and instructional signage. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a public school district.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Jackson,"Altus Public Schools will invest in updated, shared-use wellness and strength-training equipment to expand safe, structured physical activity opportunities for students in grades 6–12. Purchases include strength and resistance equipment (such as dumbbells, plates, and benches), cardiovascular equipment (including stationary bikes), and functional training equipment (such as plyometric boxes, medicine balls, and agility tools). The project also includes mobility and recovery equipment (such as resistance bands and suspension trainers), performance monitoring tools to support safe progression, and safety and infrastructure improvements, including flooring, storage systems, and instructional signage.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,31,DRH Health,42270.62,NONPROFIT_CBO,No,"Jefferson County. DRH Health will invest in clinical access and point-of-care equipment for its Rural Health Clinics[ER10.1][CP10.2] to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with CMS requirements for Medicare and Medicaid patients, and better support people with disabilities. Equipment includes examination tables, vital signs devices, hypertension management tools, wheelchair accessible scales, education materials to empower patients to manage their chronic conditions, bariatric wheelchairs, and diagnostic equipment. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Jefferson,"DRH Health will invest in clinical access and point-of-care equipment for its Rural Health Clinics[ER10.1][CP10.2] to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with CMS requirements for Medicare and Medicaid patients, and better support people with disabilities. Equipment includes examination tables, vital signs devices, hypertension management tools, wheelchair accessible scales, education materials to empower patients to manage their chronic conditions, bariatric wheelchairs, and diagnostic equipment.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,32,Mercy Hospital Oklahoma Communities,50000,HOSPITAL_OR_SYSTEM,Yes,"Johnston County. Mercy Hospital Oklahoma Communities will invest in modern, energy-efficient LED lighting throughout the rural hospital and a modern floor scrubber to strengthen environmental cleanliness and infection control. Additionally, the installation of updated pharmacy storage will improve medication safety, organization, and regulatory compliance within the rural hospital. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Johnston,"Mercy Hospital Oklahoma Communities will invest in modern, energy-efficient LED lighting throughout the rural hospital and a modern floor scrubber to strengthen environmental cleanliness and infection control. Additionally, the installation of updated pharmacy storage will improve medication safety, organization, and regulatory compliance within the rural hospital.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,33,"Fairfax Medical Facilities, Inc.",83017.73,NONPROFIT_CBO,No,"Kay County. Fairfax Medical Facilities, Inc. will invest in equipment to conduct bone mineral density diagnostic testing. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Kay,"Fairfax Medical Facilities, Inc. will invest in equipment to conduct bone mineral density diagnostic testing.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,34,"Great Plains Youth and Family Services, Inc.",12500,NONPROFIT_CBO,No,"Kiowa County. Great Plains Youth and Family Services, Inc. will invest in basic hygiene and dental care items, including toothbrushes, toothpaste, deodorant, body wash, and shampoo. These items are critical to ensuring children maintain proper personal hygiene, which is closely linked to physical health, self-esteem, and school readiness. Additionally, they will invest in backpacks and age-appropriate school supplies to help ensure students begin the school year equipped, confident, and prepared to learn, and a portion of the funds will be dedicated to promoting early literacy and learning opportunities. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Kiowa,"Great Plains Youth and Family Services, Inc. will invest in basic hygiene and dental care items, including toothbrushes, toothpaste, deodorant, body wash, and shampoo. These items are critical to ensuring children maintain proper personal hygiene, which is closely linked to physical health, self-esteem, and school readiness. Additionally, they will invest in backpacks and age-appropriate school supplies to help ensure students begin the school year equipped, confident, and prepared to learn, and a portion of the funds will be dedicated to promoting early literacy and learning opportunities.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,35,Pafford Medical Services,32168.95,NONPROFIT_CBO,No,"Latimer County. Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Latimer,"Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,36,"The LeFlore County Hospital Authority, dba Eastern Oklahoma Medical Center (EOMC)",86783,HOSPITAL_OR_SYSTEM,Yes,"LeFlore County. The LeFlore County Hospital Authority, dba Eastern Oklahoma Medical Center (EOMC), will invest in a machine with VO2 monitoring for bone density screenings. EOMC will also incorporate infusion services to include osteoporosis therapies, implement a structured fall prevention program, and enhance care coordination through screening referrals, treatment tracking, and patient follow-up. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,LeFlore,"The LeFlore County Hospital Authority, dba Eastern Oklahoma Medical Center (EOMC), will invest in a machine with VO2 monitoring for bone density screenings. EOMC will also incorporate infusion services to include osteoporosis therapies, implement a structured fall prevention program, and enhance care coordination through screening referrals, treatment tracking, and patient follow-up.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,37,Community Market of Pottawatomie County,48378.5,NONPROFIT_CBO,No,"Lincoln County. The Community Market of Pottawatomie County will invest in a 16-foot box truck with an enclosed cargo area, designed for high-capacity transport and mobile delivery of food, supplies, and community resources. Additionally, CMPC will invest in an additional pallet jack, two new tablets, and additional folding tables to manage the increased level of service being provided. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Lincoln,"The Community Market of Pottawatomie County will invest in a 16-foot box truck with an enclosed cargo area, designed for high-capacity transport and mobile delivery of food, supplies, and community resources. Additionally, CMPC will invest in an additional pallet jack, two new tablets, and additional folding tables to manage the increased level of service being provided.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,38,Guthrie Fire EMS,46600,EMS_OR_PSAP,No,"Logan County. Guthrie Fire EMS will invest in two cardiac monitor/defibrillators and two ventilators to fulfill a documented operational and clinical need by improving equipment availability for a rural EMS system. Dependable monitoring and ventilatory support are essential for safe patient care during response and transport. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states an EMS entity.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Logan,Guthrie Fire EMS will invest in two cardiac monitor/defibrillators and two ventilators to fulfill a documented operational and clinical need by improving equipment availability for a rural EMS system. Dependable monitoring and ventilatory support are essential for safe patient care during response and transport.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,39,Fairview Regional Medical Center,100000,HOSPITAL_OR_SYSTEM,Yes,"Major County. Fairview Regional Medical Center will invest in laptops to support mobile care coordination, patient engagement, and community-based education, along with a portable X-ray machine to expand access to diagnostic imaging services in non-traditional and community-based settings. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a medical center.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Major,"Fairview Regional Medical Center will invest in laptops to support mobile care coordination, patient engagement, and community-based education, along with a portable X-ray machine to expand access to diagnostic imaging services in non-traditional and community-based settings.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,40,"Marshall County HMA, dba AllianceHealth Madill",47300,NONPROFIT_CBO,No,"Marshall County. Marshall County HMA, dba AllianceHealth Madill will invest in one pulmonary function testing (PFT) machine and two pieces of cardiovascular rehabilitation equipment to support the prevention, early detection, and management of chronic heart and lung disease. These investments create a more complete continuum of care, linking diagnosis with recovery and prevention services. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Marshall,"Marshall County HMA, dba AllianceHealth Madill will invest in one pulmonary function testing (PFT) machine and two pieces of cardiovascular rehabilitation equipment to support the prevention, early detection, and management of chronic heart and lung disease. These investments create a more complete continuum of care, linking diagnosis with recovery and prevention services.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,41,Grand Lake Mental Health,49275,NONPROFIT_CBO,No,"Mayes County. Grand Lake Mental Health will invest in three kiosks in the waiting room of their outpatient clinic to make intake, assessment, and check-in processes less cumbersome and time-consuming for clients. They will also invest in a redesign of nine youth therapy rooms at outpatient clinics, making them more welcoming, trauma-informed, child-friendly, and equipped with therapeutic toys and activities. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Mayes,"Grand Lake Mental Health will invest in three kiosks in the waiting room of their outpatient clinic to make intake, assessment, and check-in processes less cumbersome and time-consuming for clients. They will also invest in a redesign of nine youth therapy rooms at outpatient clinics, making them more welcoming, trauma-informed, child-friendly, and equipped with therapeutic toys and activities.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,42,Purcell Municipal Hospital,92167.82,HOSPITAL_OR_SYSTEM,Yes,"McClain County. Purcell Municipal Hospital will invest in two scopes with cameras, one adult and one pediatric, that will provide high-definition visualization with advanced technologies, enabling clinicians to detect subtle mucosal and vascular abnormalities, supporting an earlier and more accurate diagnosis. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,McClain,"Purcell Municipal Hospital will invest in two scopes with cameras, one adult and one pediatric, that will provide high-definition visualization with advanced technologies, enabling clinicians to detect subtle mucosal and vascular abnormalities, supporting an earlier and more accurate diagnosis.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,43,"LIFT Community Action Agency, Inc.",48350,NONPROFIT_CBO,No,"McCurtain County. LIFT Community Action Agency, Inc. will invest in commercial-grade fitness equipment, including cardio machines, strength training equipment, flooring, lockers, and essential gym accessories. This investment will provide physical space for residents to use accessible and quality fitness equipment with a focus on low-income individuals and families, adults experiencing stress, anxiety, or depression, and residents with limited access to fitness facilities. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,McCurtain,"LIFT Community Action Agency, Inc. will invest in commercial-grade fitness equipment, including cardio machines, strength training equipment, flooring, lockers, and essential gym accessories. This investment will provide physical space for residents to use accessible and quality fitness equipment with a focus on low-income individuals and families, adults experiencing stress, anxiety, or depression, and residents with limited access to fitness facilities.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,44,Stigler HWC,57131.04,FQHC_OR_RHC,No,"McIntosh County. Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Health Center (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,"OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Curated override: OSDH's own award text calls it ""a Federally Qualified Health Center (FQHC)"".",HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,McIntosh,"Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Health Center (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
