state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,initiative_raw,award_sequence,counties_served,project_description
AL,67,Regional Paramedical Services,112423,EMS_OR_PSAP,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston","Regional Paramedical Services – This emergency medical services provider has received two grants, including one for $112,423 to install a battery backup system to keep emergency dispatch services operating during power outages and grid disruptions (Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston)."
AL,68,Regional Paramedical Services,211029,EMS_OR_PSAP,No,Rural Health Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,SECOND,"Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston","A second grant for $211,029 will help equip emergency response units with modern ventilators and related equipment to provide advanced breathing support during medical emergencies (Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston)."
AL,69,The Russell Hospital Corporation,1250000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Tallapoosa,"The Russell Hospital Corporation – This healthcare institution has received two grants under this initiative, including one for $1.25 million to implement an inpatient virtual care and tele-specialty program to expand access to clinical support for rural patients and strengthen bedside care (Tallapoosa)."
AL,70,The Russell Hospital Corporation,439720,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,SECOND,Tallapoosa,"A second grant for $439,720 will allow Russell Medical to modernize its cardiovascular technology to strengthen access to advanced heart care and improve coordination for rural patients (Tallapoosa)."
AL,71,Russellville Hospital,1290000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Franklin,"Russellville Hospital – $1.29 million to implement a coordinated rural health access and care management initiative to help Franklin County residents receive timely specialty, behavioral health and follow-up care closer to home (Franklin)."
AL,72,Clair Community Health Clinic,1410000,NONPROFIT_CBO,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Curated override: free clinic for uninsured rural adults in St. Clair County; the release publishes the name without its leading 'St.'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,Rural Health Initiative,Rural Health Initiative,FIRST,St. Clair,"Clair Community Health Clinic – $1.41 million to expand telehealth, remote patient monitoring, home-based support and onsite diagnostic services to improve access to care for rural residents (St. Clair)."
AL,73,UAB St. Vincent’s Chilton,1210000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Curated override: UAB St. Vincent's Chilton is a hospital; the name carries no hospital token. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,Rural Health Initiative,Rural Health Initiative,FIRST,Chilton,"UAB St. Vincent’s Chilton – $1.21 million to install secure video connections in every hospital room to expand virtual care services. The technology will support remote nursing and patient observation and connect local patients with heart and hormone specialists at the University of Alabama at Birmingham, reducing unnecessary travel and transfers (Chilton)."
AL,74,Sylacauga Healthcare Authority DBA Coosa Valley Medical Center,5680,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Coosa, Talladega","Sylacauga Healthcare Authority DBA Coosa Valley Medical Center – The authority has received two grants under this initiative, including one for $5,680 to improve an existing non-emergency transportation program by adding technology for scheduling, route planning and ride coordination (Coosa, Talladega)."
AL,75,Sylacauga Healthcare Authority DBA Coosa Valley Medical Center,84278,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,SECOND,"Clay, Coosa, Shelby, Talladega, Tallapoosa","A second grant for $84,278 will allow the medical center to expand inpatient mental health care for older adults by increasing beds and adding beds equipped for patients with mobility limitations or other medical needs (Clay, Coosa, Shelby, Talladega, Tallapoosa)."
AL,76,Tanner Medical Center Alabama Inc.,289921,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Randolph,"Tanner Medical Center Alabama Inc. – $289,921 to expand rural healthcare capacity by adding clinical support staff, telehealth access and reliable broadband connectivity across four clinical sites (Randolph)."
AL,77,TLC Pediatrics & Family,174117,PHYSICIAN_PRACTICE,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Limestone,"TLC Pediatrics & Family – This medical clinic has received two grants under this initiative, including one for $174,117 to establish the Rural Maternal-Infant Wellness and Lactation Access Program by hiring a full-time certified breastfeeding specialist and creating a dedicated space for breastfeeding and family support (Limestone)."
AL,78,TLC Pediatrics & Family,33508,PHYSICIAN_PRACTICE,No,Rural Health Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,SECOND,Limestone,"A second grant for $33,508 will help establish the Rural Newborn Screening and Early Childhood Development Initiative to provide in-clinic newborn jaundice screening and standardized developmental and social-emotional screenings during routine pediatric visits (Limestone)."
AL,79,Touchstone Residential Services DBA Touchstone Transport,1120000,NONPROFIT_CBO,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,FALLBACK,Rural Health Initiative,Rural Health Initiative,FIRST,"Cullman, Lawrence, Limestone, Morgan","Touchstone Residential Services DBA Touchstone Transport – $1.12 million to establish a non-emergency medical transportation program using wheelchair-accessible electric vehicles (Cullman, Lawrence, Limestone, Morgan)."
AL,80,The Troy Hospital Health Care Authority,623000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Barbour, Coffee, Crenshaw, Montgomery, Pike","The Troy Hospital Health Care Authority – $623,000 to renovate an intensive care unit that is more than 30 years old to improve patient safety and support hospital staff (Barbour, Coffee, Crenshaw, Montgomery, Pike)."
AL,81,Wiregrass Medical Center,391000,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Geneva,"Wiregrass Medical Center – $391,000 to establish an in-house microbiology laboratory to provide faster diagnostic testing for patients and healthcare providers in rural southeast Alabama (Geneva)."
AL,82,UAB Montgomery,2089999.9999999998,UNIVERSITY_OR_AHC,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Curated override: UAB's Montgomery regional medical campus; the name carries no university token. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,Rural Health Initiative,Rural Health Initiative,FIRST,Lowndes,UAB Montgomery – $2.09 million to implement the Lowndes County “Street MAP” Clinic to expand access to healthcare services for underserved residents in Lowndes County (Lowndes).
AL,83,University of Alabama,1460000,UNIVERSITY_OR_AHC,No,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Statewide,"University of Alabama – $1.46 million to establish the Brain Health Rural Integrated Delivery and Guidance Exchange to connect services for brain injuries, mental health, substance use and social needs (Statewide)."
AL,84,Vaughan Regional Medical Center,780332,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,Dallas,"Vaughan Regional Medical Center – $780,332 to replace its outdated nurse call system with a modern facility-wide communication system to improve patient safety, clinical response and care coordination (Dallas)."
AL,85,Tombigbee Healthcare Authority DBA Whitfield Regional Hospital,259011,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Dallas, Greene, Marengo, Sumter, Wilcox","Tombigbee Healthcare Authority DBA Whitfield Regional Hospital – $259,011 to expand community wellness events that provide health screenings, education, referral assistance and access to virtual primary and specialty care (Dallas, Greene, Marengo, Sumter, Wilcox)."
AL,86,Wilcox Hospital Board DBA J. Paul Jones Rural Emergency Hospital,116880,HOSPITAL_OR_SYSTEM,Yes,Rural Health Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Initiative,Rural Health Initiative,FIRST,"Chilton, Coosa, Elmore, Perry, Wilcox","Wilcox Hospital Board DBA J. Paul Jones Rural Emergency Hospital – $116,880 to implement a two-part technology upgrade to reduce provider documentation burden and strengthen time-sensitive tele-neurology and stroke care across rural Alabama (Chilton, Coosa, Elmore, Perry, Wilcox)."
