state,row_no,awardee,awardee_as_published,spelling_differs,award_pool,amount,project_title,project_description,recipient_type,recipient_type_from_release_spelling,flow_type,distributed_to_hospital,hospital_benefiting,determination_basis,validation_source_type,state_source_url,source_archive_path,note
AR,30,Baptist Health,Baptist Health,FALSE,PACT,3000000,Magnolia Regional Medical Center Transition and Integration,"Magnolia Regional Medical Center Transition and Integration (Columbia County) will preserve rural hospital services by improving infrastructure, clinical and technology systems, patient safety, and integration into the Baptist Health system.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,31,Baxter Health,Baxter Health,FALSE,PACT,12000000,Rural Access Network: Regional Collaboration Hub,"Rural Access Network: Regional Collaboration Hub (Baxter, Fulton, Marion, Boone, Izard, Stone, Searcy, Van Buren, Madison, Carroll, and Newton counties) will expand specialty and preventive care, modernize infrastructure, and create a regional network intended to serve 2,400 rural residents by Year 5, expand services in 10 clinics, and increase provider data sharing.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,32,Children's Advocacy Centers of Arkansas,Children’s Advocacy Centers of Arkansas,TRUE,PACT,1374505.29,Building Mental Health Capacity and Restoring Hope for Child Victims in Arkansas,"Building Mental Health Capacity and Restoring Hope for Child Victims in Arkansas (Faulkner, Benton, Crittenden, Independence, Union, Jefferson, Pulaski, Washington, Garland, Boone, Sebastian, Clark, Craighead, Pope, Miller, Lonoke, White, and Polk counties) will expand access to evidence-based, trauma-focused mental health treatment for child-abuse victims and their families in rural and underserved communities.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,33,Conway Regional Health System,Conway Regional Health System,FALSE,PACT,795960,Maternal Mobile Health Unit,"Maternal Mobile Health Unit (Faulkner, Conway, Perry, Pope, Johnson, Yell, Van Buren, and Cleburne counties) will use a mobile health unit, home-health infrastructure, telehealth, maternal-health specialists, and community partnerships to expand maternal preventive care and care coordination.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,34,North Arkansas Rural Health Consortium,Deckmax dba North Arkansas Rural Health Consortium,TRUE,PACT,1000000,North Arkansas Rural Health Consortium,"North Arkansas Rural Health Consortium (Baxter County) will develop a regional hub centered on Vitality Plus Ambulatory Surgery, with telehealth, remote patient monitoring, presurgical testing, clinical integration, mobile specialty care, value-based care infrastructure, and AI-enabled health technology.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,35,Delta Memorial Hospital,Delta Memorial Hospital,FALSE,PACT,24720,Home Health Revenue Cycle Alignment,"Home Health Revenue Cycle Alignment (Desha County) will improve home-health billing, claims submission, denial management, legacy accounts receivable, revenue-cycle dashboards, and financial sustainability.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,36,Doula Alliance of Arkansas,Doula Alliance of Arkansas,FALSE,PACT,860500,Access Starts at Home: Rural Maternal Care Coordination and Doula Support,"Access Starts at Home: Rural Maternal Care Coordination and Doula Support (statewide) will place 10 certified doulas in partner clinics across Northwest, North Central, Upper Delta, Lower Delta, and Southwest Arkansas and connect participants, doulas, and clinical teams through pregnancy and six months postpartum in partnership with MySwaddle.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,37,Jefferson Hospital Association,Jefferson Hospital Association,FALSE,PACT,3000000,Jefferson Regional Air Handler 36 HVAC Project,"Jefferson Regional Air Handler 36 HVAC Project (Jefferson County) will replace a more than 50-year-old air handler with a health care-grade HVAC system to improve reliability, air quality, infection prevention, and continuity of care.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,38,"John Ed Chambers Memorial Hospital, Inc.","John Ed Chambers Memorial Hospital, Inc.",FALSE,PACT,2187999.96,Chambers Memorial Hospital PACT,"Chambers Memorial Hospital PACT (Yell County) will improve rural health care access, workforce capacity, and infrastructure in Yell County and surrounding communities.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,39,Mercy Health Fort Smith Communities,Mercy Health Fort Smith Communities,FALSE,PACT,12716206,"Mercy Arkansas PACT: Preserving Access, Capacity, and Transformation for Rural Care","Mercy Arkansas PACT: Preserving Access, Capacity, and Transformation for Rural Care (Sebastian, Scott, and Logan counties) will preserve critical-access hospital services in Booneville, Waldron, and Paris and strengthen Mercy Hospital Fort Smith as a regional hub through preventive, specialty, diagnostic, and procedural care; patient navigation and population-health infrastructure; and facility, safety, accessibility, and emergency-readiness improvements.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,40,Mississippi County Hospital System,Mississippi County Hospital System,FALSE,PACT,9602657,Rural Hospital Access and Facility Improvement Project,"Rural Hospital Access and Facility Improvement Project (Mississippi County) will modernize essential services, improve facility reliability, and strengthen local care capacity at hospitals in Blytheville and Osceola.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,41,New York Insitute of Technology,New York Institute of Technology,TRUE,PACT,1524031,Rural Maternal Health Expansion,"Rural Maternal Health Expansion (Poinsett and Mississippi counties) will provide a mobile health unit, transportation, telehealth specialty consultations, care coordination, patient navigation, postpartum follow-up, and obstetric workforce training.",VENDOR_OR_CONTRACTOR,VENDOR_OR_CONTRACTOR,NON_HOSPITAL,No,No,"Recipient name rule: name states a technology vendor. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,42,North Arkansas Regional Medical Center,North Arkansas Regional Medical Center,FALSE,PACT,3000000,Rural Health Infrastructure & Access Transformation Initiative,"Rural Health Infrastructure & Access Transformation Initiative (Boone County) will renovate a radiation-oncology vault, modernize the emergency department, build a cardiology clinic, add telehealth at two rural clinics, and deploy mobile mammography.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,43,River Valley Wellness,River Valley Medical Wellness,TRUE,PACT,3500000,Driving Integrated Primary Care and Maternal Health to Rural Arkansas,"Driving Integrated Primary Care and Maternal Health to Rural Arkansas (Howard, Little River, Hempstead, Nevada, and Ouachita counties) will launch two regional mobile integrated-care systems with mobile clinics, interdisciplinary teams, hub sites, telehealth, transportation, behavioral health, chronic disease management, preventive screening, substance-use services, patient navigation, and outreach.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,44,St. Bernards Development Foundation,St. Bernards Development Foundation,FALSE,PACT,9551090,PACT Rural Care Network,"PACT Rural Care Network (Cross, Randolph, Lawrence, Clay, and Craighead counties) will implement a digital visual-management platform across six facilities to standardize workflows and improve infection prevention, care coordination, workforce effectiveness, quality, and patient safety.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,45,Subiaco Abbey,Subiaco Abbey,FALSE,PACT,268500,Health Center Rural Health Access and Care Transformation,"Health Center Rural Health Access and Care Transformation (Logan County) will improve its on-site Health Center through facility, transportation, telehealth, and workforce investments addressing accessibility, infection control, emergency preparedness, continuity of care, and operations.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,46,University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,FALSE,PACT,1228624,Specialty Telehealth Access for Rural Communities in Arkansas (STAR),"Specialty Telehealth Access for Rural Communities in Arkansas (STAR) (Clay, Cross, Fulton, Greene, Lawrence, Mississippi, Poinsett, Randolph, Sharp, Arkansas, Monroe, Phillips, Clark, Hot Spring, Montgomery, Polk, and Sevier counties) will create a telehealth hearing-care network that provides screening, specialist triage, diagnosis, and treatment through community sites and rural clinics.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,47,University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,FALSE,PACT,2986934,Arkansas Pregnancy Care Connect,"Arkansas Pregnancy Care Connect (Clark, Columbia, Hempstead, Howard, Lafayette, Little River, Miller, Nevada, Ouachita, Pike, Polk, Sevier, Union, Baxter, Boone, Carroll, Fulton, Independence, Izard, Marion, Newton, Searcy, Sharp, and Stone counties, with a statewide advice line) will combine mobile teams serving 24 high-need counties with a 24/7 nurse-led pregnancy and postpartum line providing triage, education, referrals, and escalation support.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,48,White County Medical Center,White County Medical Center,FALSE,PACT,839314,"Breast Resources, Imaging, Diagnosis & Guidance for Early Detection (BRIDGE)","Breast Resources, Imaging, Diagnosis & Guidance for Early Detection (BRIDGE) (White, Independence, Cleburne, Jackson, Prairie, and Woodruff counties) will preserve and expand breast-cancer screening, diagnostic imaging, ultrasound, image-guided procedures, patient navigation, and follow-up for rural women.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,49,White County Medical Center,White County Medical Center,FALSE,PACT,600000,Critical Infrastructure for Care Access Project (CICAP),"Critical Infrastructure for Care Access Project (CICAP) (White and Jackson counties) will replace Unity Health Newport’s aging 33,000-square-foot roof to protect medical equipment and IT systems and maintain emergency, inpatient, outpatient, diagnostic, and specialty services.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,50,White County Medical Center,White County Medical Center,FALSE,PACT,466182,"Wellness, Engagement, Long-Term Health, and Local Access (WELL)","Wellness, Engagement, Long-Term Health, and Local Access (WELL) (White County) will expand chronic-care management, preventive care, and population-health services through staff, technology, and facility improvements at Unity Health Newport’s Green Family Practice Clinic and Family Practice Associates, supporting up to 750 patients.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
