state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,nhvn_member_of,city,determination_basis,classification_rule,source_archive_path,basis_type,verified_by,verified_basis
NE,26,Antelope Memorial Hospital,284957.28,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,27,Gothenburg Health,309749.28,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Gothenburg Health, critical access hospital; already coded a hospital elsewhere in the NE file. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Gothenburg Health, critical access hospital; already coded a hospital elsewhere in the NE file. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf"
NE,28,Memorial Health Care System,339999.92,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Memorial Health Care System (Seward), critical access hospital. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Memorial Health Care System (Seward), critical access hospital. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf"
NE,29,Northside Behavioral Health,118400,OTHER,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): OTHER. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Mental health clinic flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Mental health clinic
NE,30,RxConnect CaringWire - Madison,279582.73,OTHER,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): OTHER. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Health tech company flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Health tech company
NE,31,RxConnect Caring Wire -North Platte,279582.73,OTHER,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): OTHER. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Health tech company flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Health tech company
NE,32,Pediatric Dental Specialists of Greater Nebraska,238083.71,OTHER,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): OTHER. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Private pediatric dental specialty practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Private pediatric dental specialty practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf
NE,33,Webster County Community Hospital,90000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,34,Antelope Memorial Hospital,778897.18,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,,,
NE,35,Beatrice Community Hospital & Health Center,278684.02,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,,,
NE,36,Box Butte General Hospital,200000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,,,
NE,37,CHI Good Samaritan/CHI St. Francis,430601.57,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): CHI Good Samaritan (Kearney) / CHI St. Francis (Grand Island), CHI Health hospitals. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI Good Samaritan (Kearney) / CHI St. Francis (Grand Island), CHI Health hospitals. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,38,CHI Health Plainview,355311.03,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): CHI Health Plainview, critical access hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI Health Plainview, critical access hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,39,CHI Health Schuyler,711629.63,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): CHI Health Schuyler, critical access hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI Health Schuyler, critical access hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,40,CHI St. Mary’s,908475.54,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): CHI St. Mary's (Nebraska City), CommonSpirit/CHI Health hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","CHI St. Mary's (Nebraska City), CommonSpirit/CHI Health hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,41,Chase County Community Hospital,195523.2,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,,,
NE,42,Faith Health,578673.7,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Faith Health (Faith Regional Health Services, Norfolk), regional hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Faith Health (Faith Regional Health Services, Norfolk), regional hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,43,Genoa Health Center,200000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Genoa Health Center; the name matches Genoa Medical Facilities (critical access hospital, Genoa NE). Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf), so it is a hospital or an FQHC. Confirm if it could be a separate clinic. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Genoa Health Center; the name matches Genoa Medical Facilities (critical access hospital, Genoa NE). Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf), so it is a hospital or an FQHC. Confirm if it could be a separate clinic. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
NE,44,Good Neighbor Community Health Center,303276.49,FQHC_OR_RHC,No,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,MEDIUM,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"Recipient name rule: community/primary health center. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,,,
NE,45,Heartland Health Center,199950,FQHC_OR_RHC,No,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,Yes,Yes,FY2026,RHTP Initiative 4.4b Awards -- Remote Patient Monitoring in Facilities and at Home,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4b Remote Patient Monitoring in Facilities and at Home,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Heartland Health Center (Grand Island), an FQHC. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4b.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Heartland Health Center (Grand Island), an FQHC. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf"
