state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,region,initiative_raw,project_description
PA,30,Corry Memorial Hospital dba LECOM Health Corry Memorial Hospital,1000000,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northwest,Tech & Infrastructure,"Corry Memorial Hospital will use funding to upgrade critical technology and infrastructure supporting both Radiology services and Inpatient Critical Care. This includes a new radiology system, ventilator, cardiac monitoring system, call bell system, and Baxter IV pumps."
PA,31,"Transitions Healthcare Gettysburg, LLC",77286,NONPROFIT_CBO,No,EMS & Transportation | South Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: post-acute / skilled nursing operator. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,South Central,EMS & Transportation,Transitions Healthcare Gettysburg will implement a dedicated non-emergency medical transportation solution through the acquisition of a customized transport van equipped with a specialized stretcher chair system.
PA,32,"Transitions Healthcare Allens Cove, LLC",198524,NONPROFIT_CBO,No,Tech & Infrastructure | South Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: post-acute / skilled nursing operator. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,South Central,Tech & Infrastructure,"Transitions Healthcare Allens Cove will implement a modern Voice over IP (VoIP) telephone system to address critical gaps in communication infrastructure within the facility. The implementation of a VoIP system will enable direct call routing to resident rooms, departments, and staff, significantly improving communication efficiency. Families will be able to connect directly with residents, enhancing accessibility and improving the overall resident and family experience."
PA,33,"Nulton Diagnostic and Treatment Center, P.C dba NDTC",499450,PHYSICIAN_PRACTICE,No,Tech & Infrastructure | Southern Alleghenies region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Curated override: professional corporation; the published name has no period after the C. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southern Alleghenies,Tech & Infrastructure,"Nulton Diagnostic and Treatment Center, P.C. (NDTC) will implement a centralized technology platform designed to support Rapid Access Psychiatric Services and Community-Based Intensive Treatment (CBIT) across rural Pennsylvania, with initial deployment at its licensed location in Cambria County. The platform will enable real-time referral intake, scheduling, patient tracking, and performance monitoring, and consists of two integrated components: (1) a Rapid Access coordination module that allows referring providers, including emergency departments, crisis response systems, and inpatient psychiatric units, to schedule psychiatric appointments within one business day, and (2) a CBIT management and oversight module that supports providers and managed care organizations in monitoring adherence to the CBIT model and tracking utilization and performance."
PA,34,The Guidance Center,183937,NONPROFIT_CBO,No,EMS & Transportation | North Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: community behavioral health provider. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,North Central,EMS & Transportation,"The Guidance Center will purchase four vehicles that will enable agency staff to provide safe, reliable transportation to essential healthcare services, including inpatient behavioral health care, crisis stabilization, specialty medical care, and maternal health services, to individuals enrolled in services with the organization. Providing transportation will improve access, reduce non-essential emergency service utilization, support continuity of care, and directlyaddress rural health disparities by removing a significant barrier to care."
PA,35,"Cornerstone Care, Inc. Mt Morris",449686,FQHC_OR_RHC,No,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: Cornerstone Care is an FQHC network. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southwest,Tech & Infrastructure,"Cornerstone Care is using funds to expand its capacity to offer pharmacy services at its Community Health Center of Mount Morris site. Cornerstone Care is using new strategies to provide prescription access through a secure vending machine. This innovative equipment allows the health center to fill prescriptions and make them available for our patients during extended hours. The project budget also includes new roofing, a generator, IT equipment upgrades, ADA enhancements, pharmacy upgrades, and replacement of outdated dental and medical equipment. The Mount Morris site serves nearly 2,500 unique patients during more than 5,300 visits annually across service lines."
PA,36,"Cornerstone Care, Inc. Rogersville",384840,FQHC_OR_RHC,No,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: Cornerstone Care is an FQHC network. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southwest,Tech & Infrastructure,"Cornerstone Care is using funding for facilities enhancements for the Rogersville Health Center site. Cornerstone Care is requesting funds for a new roof, flooring, generator, IT equipment upgrades, ADA enhancements, and medical equipment. Each requested item will support the maintenance of services provided to the rural community served at this location, which currently serves 1,235 patients and provides over 3,300 visits annually, across service lines."
PA,37,Somerset Care Inc dba Meadow View Nursing Center,803539,NONPROFIT_CBO,No,Tech & Infrastructure | Southern Alleghenies region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: skilled nursing facility. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southern Alleghenies,Tech & Infrastructure,"The project includes the following components: • Replacement of outdated and insufficient ceiling lighting throughout resident rooms, hallways, and common areas • Installation of new, safe, and durable flooring to eliminate current trip hazards and improve mobility and safety • Interior painting of resident rooms, hallways, and common areas to improve the care environment and resident experience • Replacement of aging laundry equipment to improve infection control and operational efficiency • Installation of access control systems at facility entry points and staff areas to enhance resident safety and security • Replacement of resident Transportation vehicles for the facility to be able to transport resident to appointments outside of facility in a rural area where other providers are not available to transport"
PA,38,"Quality Life Services - Mercer, LLC",620500,NONPROFIT_CBO,No,Aging and Access | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: skilled nursing facility. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Aging and Access,Northwest,Aging and Access,Funding will expand the fire sprinkler system on the campus to include the assisted living portion that is now contracting as an in lieu of provider for the HCBS MCOs in the commonwealth. Thus providing the health care services in a safe and more independent setting while doing so at a lower cost that skilled nursing.
PA,39,VieCare Butler LLC dba LIFE Butler County,122704,NONPROFIT_CBO,No,EMS & Transportation | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: LIFE (PACE) program operator. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,Southwest,EMS & Transportation,LIFE Butler County will purchase a new Micro Bird bus with the funding and enhance transportation access.
PA,40,VieCare Beaver LLC dba LIFE Lawrence County,122704,NONPROFIT_CBO,No,EMS & Transportation | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: LIFE (PACE) program operator. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,Northwest,EMS & Transportation,LIFE Lawrence County will purchase a new Micro Bird bus with the funding and enhance transportation access.
PA,41,VieCare Armstrong LLC dba LIFE Armstrong County,122704,NONPROFIT_CBO,No,EMS & Transportation | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: LIFE (PACE) program operator. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,Southwest,EMS & Transportation,LIFE Armstrong County will purchase a new Micro Bird bus with the funding and enhance transportation access.
PA,42,LaFayette Manor Inc.,999995,NONPROFIT_CBO,No,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: skilled nursing facility. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southwest,Tech & Infrastructure,"Funding will go to urgent infrastrucure improvements and equipment upgrades. One of the most urgent needs is the repaving and replacement of our parking lot asphalt. In addition to exterior access improvements, critical infrastructure upgrades are needed within the facility’s mechanical systems. The replacement of the deaerator tank in our boiler system is essential to maintaining reliable heat and hot water—both vital to resident health, hygiene, and comfort. Several concrete surfaces across the campus also require repair, including the loading dock, resident courtyard, and both the front and rear sidewalks. These areas have developed cracks and uneven sections that pose serious trip and fall risks, particularly for residents using mobility devices. The addition of a new accessible bus and van will ensure safe, dependable transport for residents, including those who use wheelchairs or require additional support."
PA,43,Clarion Psychiatric Center,998287,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Curated override: licensed psychiatric hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Northwest,Tech & Infrastructure,"The requested funding will support a coordinated set of high-impact projects that collectively improve safety, functionality, and long-term sustainability. A primary focus of the proposed funding is the modernization of patient care environments to meet current behavioral health safety and infection control standards. Upgrades to inpatient unit bathroom fixtures, including showers, toilets, and sinks across 32 patient rooms, will replace deteriorated infrastructure that currently requires frequent repair and presents ongoing infection control and safety challenges. These improvements are expected to reduce maintenance-related service calls in these areas by an estimated 30–40% and significantly decrease the likelihood of unplanned outages that could impact patient room availability. Additional safety enhancements include the replacement of standard shower curtains with behavioral health–appropriate soft magnetic doors designed to reduce ligature risk. This project directly aligns with current behavioral health design standards and is expected to eliminate a known environmental risk factor within 100% of affected patient bathing areas. The upgrade supports a safer care environment while reducing staff monitoring burden and enhancing patient dignity."
PA,44,"Cornerstone Care, Inc. dba Cornerstone Care Greensboro Health Center",951998,FQHC_OR_RHC,No,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: Cornerstone Care is an FQHC network. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Southwest,Tech & Infrastructure,"A new dental operatory is planned for the Greensboro site to meet the growing demand for accessible oral health services. A renovation project will be implemented to create a new floor plan for health center efficiency and add a dental operatory, including a new chair and supporting dental equipment, to provide more oral health care for Greensboro adults and children. An additional operatory will increase access and efficiency, allowing the practice to serve more dental patients. The project budget also includes a generator, IT equipment upgrades, ADA enhancements, pharmacy, dental, and medical equipment & supplies."
PA,45,"St. Luke's Hospital of Bethlehem, Pennsylvania dba St. Luke's Hospital - Lehighton Campus, formerly Blue Mountain Hospital",1000000,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northeast,Tech & Infrastructure,"St. Luke’s Hospital - Lehighton Campusis seeking a one-time payment to support the replacement of the roof at the Campus, a rural mental health hospital providing essential inpatient and outpatient behavioral health and medical services. This investment will ensure the Campus’ continued operation that provides inpatient psychiatric care for approximately 1,000 patients annually, delivers tens of thousands of outpatient medical and behavioral health visits, and serves as a lifeline for adults, older adults, and veterans at elevated risk for mental health crises.The investment will help safeguard the physical infrastructure necessary to maintain uninterrupted access to these essential services."
PA,46,DLP Conemaugh Memorial Medical Center LLC dba Conemaugh Memorial Medical Center,999845,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Southern Alleghenies region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Southern Alleghenies,Tech & Infrastructure,"Conemaugh Memorial Medical Center will replace its failing 1996 telecommunications system. The system serves the main hospital and rural clinics across Cambria and Somerset counties. Baseline data includes a 20% call failure rate, up to four daily system restarts and a recent major outage affecting 3,000 extensions. Benchmarks for success will be measured by broader patient outcomes, including achieving a 0% system-driven call failure rate, eliminating dropped calls for rural tele-consults, and ensuring reliable patient access for scheduling and care coordination."
PA,47,Weatherwood Rehabilitation and Healthcare LLC dba Forrest Hills Rehabilitation & Healthcare Center,1000000,NONPROFIT_CBO,No,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: skilled nursing / rehabilitation facility. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Northeast,Tech & Infrastructure,"This program payment will fund a renovation and structural improvement project at Weatherwood Rehabilitation and Healthcare Center, a 200-bed skilled nursing facility in Carbon County, Pennsylvania. The project will renovate the facility's six resident-care areas (Main Lobby/Entrance Corridor, Resident Room Corridor, Resident Rooms, Resident Bathrooms, Dining Room, and Gym/Physical Therapy Room) to address resident safety, infection control, life-safety compliance, and rehabilitation capacity needs."
