state,state_name,noa_date,noa_date_basis,statute_date,statute_citation,source_url,source_archive_path,source_sha256,notes
SC,South Carolina,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
SD,South Dakota,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
TN,Tennessee,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
TX,Texas,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
UT,Utah,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
VT,Vermont,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
VA,Virginia,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
WA,Washington,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
WV,West Virginia,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
WI,Wisconsin,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
WY,Wyoming,2025-12-29,"schema.org datePublished on the CMS release announcing awards to all 50 states, parsed from the committed stage 00 archive. One announcement, fifty states. Corroborated by HHSC, which states CMS issued Texas its RHTP Notice of Award on 2025-12-29.",2025-07-04,Public Law 119-21,https://www.cms.gov/newsroom/press-releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states,data/raw/cms/2026-08-28/newsroom/releases/cms-announces-50-billion-awards-strengthen-rural-health-all-50-states.html,894d697cfd660a3003dd1abc6127990e03e3e5da8b2f3a1bb5c93d4f1f599729,"statute_date is the floor beneath noa_date: Public Law 119-21 created RHTP, so nothing dated before it can be RHTP in any state. The operative §6.2 test is noa_date, which is later and therefore strictly stronger."
