state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,organisation_award_total,round_name,announcement_date,source_archive_path
AR,25,Methodist Le Bonheur Community Outreach,340725,NONPROFIT_CBO,No,"Initiative: Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE). Arkansas published $340,725.00 to this organisation across both initiatives; this row is its THRIVE figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,THRIVE,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",340725,"Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,26,Mississippi County Hospital System,9602657,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $9,602,657.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_PRELIMINARY,PACT,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",9602657,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,27,New York Insitute of Technology,1524031,VENDOR_OR_CONTRACTOR,No,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $1,524,031.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a technology vendor.,MEDIUM,AMOUNT_PRELIMINARY,PACT,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a technology vendor. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",1524031,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,28,North Arkansas Regional Medical Center,3000000,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $3,000,000.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a medical center.,MEDIUM,AMOUNT_PRELIMINARY,PACT,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",3000000,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,29,River Valley Wellness,3500000,NONPROFIT_CBO,No,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $3,500,000.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,PACT,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",3500000,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,30,St. Bernards Development Foundation,5000000,NONPROFIT_CBO,No,"Initiative: Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE). Arkansas published $14,551,090.00 to this organisation across both initiatives; this row is its THRIVE figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,THRIVE,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",14551090,"Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,31,St. Bernards Development Foundation,9551090,NONPROFIT_CBO,No,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $14,551,090.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,PACT,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",14551090,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,32,Subiaco Abbey,268500,NONPROFIT_CBO,No,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $268,500.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,PACT,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",268500,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,33,University of Arkansas,954198,UNIVERSITY_OR_AHC,No,"Initiative: Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE). Arkansas published $954,198.00 to this organisation across both initiatives; this row is its THRIVE figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_PRELIMINARY,THRIVE,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",954198,"Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,34,University of Arkansas for Medical Sciences,7775646,UNIVERSITY_OR_AHC,No,"Initiative: Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE). Arkansas published $11,991,204.00 to this organisation across both initiatives; this row is its THRIVE figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_PRELIMINARY,THRIVE,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",11991204,"Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,35,University of Arkansas for Medical Sciences,4215558,UNIVERSITY_OR_AHC,No,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $11,991,204.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_PRELIMINARY,PACT,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",11991204,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,36,White County Medical Center,1905496,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Promoting Access, Coordination, and Transformation (PACT). Arkansas published $1,905,496.00 to this organisation across both initiatives; this row is its PACT figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a medical center.,MEDIUM,AMOUNT_PRELIMINARY,PACT,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",1905496,"Promoting Access, Coordination, and Transformation (PACT)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
AR,37,"Wolfe Street Foundation, Inc.",369619,NONPROFIT_CBO,No,"Initiative: Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE). Arkansas published $369,619.00 to this organisation across both initiatives; this row is its THRIVE figure alone and the two must not be added to that total. Published by the Arkansas Department of Finance and Administration (DF&A) in its Year 1 THRIVE/PACT award list, linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE AWARD LIST STATES NO ORGANISATIONAL FORM AND CARRIES NO PROJECT DESCRIPTION, so `recipient_type` is derived from the recipient's own name (§8) and nothing in the primary source can move a row off it.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 THRIVE and PACT Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,THRIVE,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read from the award list's own column with session 32's run model. Its three amount columns are painted at one y, so the line model welds them into one string; the runs separate them at the producer's own boundaries. The 31 rows reconcile to Arkansas's own `Total:` row on ALL THREE columns to the cent, and the Governor's 50 priced projects reconcile to the same three figures independently.",369619,"Telehealth, Health-monitoring, and Response Innovation for Vital Expansion (THRIVE)",2026-08-27,data/evidence/AR/2026-08-27_ar_dfa_year1_thrive_pact_award_list.pdf
