state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,award_pool,flow_type,hospital_benefiting,hospital_attribution,determination_confidence,determination_basis,classification_rule,flag_reason,source_archive_path,basis_type,verified_by,verified_basis
KS,29,High Plains Mental Health Center,1660879,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, IN): This is an edge case. Community mental health centers (CMHCs) and Certified Community Behavioral Health Clinics (CCBHCs) don't fit any of the nine categories well. They're safety-net clinic providers, much like FQHCs, but they aren't FQHCs or RHCs. So I put this one in NONPROFIT_CBO as a private nonprofit. flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,IN,"This is an edge case. Community mental health centers (CMHCs) and Certified Community Behavioral Health Clinics (CCBHCs) don't fit any of the nine categories well. They're safety-net clinic providers, much like FQHCs, but they aren't FQHCs or RHCs. So I put this one in NONPROFIT_CBO as a private nonprofit."
KS,30,Greeley County Health Services,1541906,HOSPITAL_OR_SYSTEM,Yes,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (ORG_WEBSITE, MPB): Verified on website: https://greeley.health/ flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://greeley.health/
KS,31,Kansas Council on Developmental Disabilities,1460000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): LOCAL_GOVT_OR_PUBLIC_HEALTH. Basis (GENERAL_KNOWLEDGE, IN): A state government body created by Kansas statute (K.S.A. 74-5501) and required under the federal Developmental Disabilities Act. flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,IN,A state government body created by Kansas statute (K.S.A. 74-5501) and required under the federal Developmental Disabilities Act.
KS,32,AdventHealth Ottawa,1395814,HOSPITAL_OR_SYSTEM,Yes,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, IN): A 44-bed nonprofit acute-care hospital and Level IV trauma center, formerly Ransom Memorial Hospital, operated by AdventHealth since 2019 flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,IN,"A 44-bed nonprofit acute-care hospital and Level IV trauma center, formerly Ransom Memorial Hospital, operated by AdventHealth since 2019"
KS,33,Labette County Medical Center,1383289,HOSPITAL_OR_SYSTEM,Yes,KDHE RPGP award. Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,34,Kanza Mental Health & Guidance Center,1354975,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, IN): 501(c)(3), EIN 48-0940011. Nonprofit community mental health center founded in 1963 and now a Certified Community Behavioral Health Clinic. flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,IN,"501(c)(3), EIN 48-0940011. Nonprofit community mental health center founded in 1963 and now a Certified Community Behavioral Health Clinic."
KS,35,Salina Regional Health Center,932310,HOSPITAL_OR_SYSTEM,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Salina Regional Health Center, regional hospital; KDHE Regional Partnerships Grant (32,310). [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 FLOW HELD: flow settled in session 31 by reading KDHE's own words ('infrastructure to rural hospitals'); one of the two rows the money-movement marker moved, and the only one of the four in-kind rows here that was individually re-read. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Salina Regional Health Center, regional hospital; KDHE Regional Partnerships Grant (32,310). [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957"
KS,36,Mercy Hospital Pittsburg,681711,HOSPITAL_OR_SYSTEM,Yes,KDHE RPGP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,37,Kansas Health Science University,677248,UNIVERSITY_OR_AHC,No,"KDHE RPGP award. Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,HIGH,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,38,InterHab (CIDDH Curriculum),196650,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): InterHab, the Kansas association of community developmental disability service providers; award funds a CIDDH training curriculum. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","InterHab, the Kansas association of community developmental disability service providers; award funds a CIDDH training curriculum. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957"
KS,39,Grace Team,173355,OTHER,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): OTHER. Basis (ORG_WEBSITE, Claude, run by IN): Grace Team (Topeka), a senior living management and development company. Long-term care operator, not one of the nine categories. https://www.kansascommerce.gov/wp-content/uploads/2025/11/Grace-Team-Project-Summary-SHAWNEE.pdf.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,"Claude, run by IN","Grace Team (Topeka), a senior living management and development company. Long-term care operator, not one of the nine categories. https://www.kansascommerce.gov/wp-content/uploads/2025/11/Grace-Team-Project-Summary-SHAWNEE.pdf.pdf"
KS,40,"Hutchinson Regional Medical Center, Inc",150000,HOSPITAL_OR_SYSTEM,Yes,KDHE CHW_AFIM award. Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,,,
KS,41,"Hospital District No. 6 of Harper County, Kansas",150000,HOSPITAL_OR_SYSTEM,Yes,KDHE CHW_AFIM award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,,,
KS,42,"Great Plains of Smith County, Inc",150000,HOSPITAL_OR_SYSTEM,Yes,"KDHE CHW_AFIM award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Great Plains of Smith County, Inc. is the operating entity of Smith County Memorial Hospital (Smith Center), which KDHE lists for an REH/CAP award. Entity match inferred from the name. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Great Plains of Smith County, Inc. is the operating entity of Smith County Memorial Hospital (Smith Center), which KDHE lists for an REH/CAP award. Entity match inferred from the name. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957"
KS,43,"Hospital District No. 1 of Dickinson County, Kansas, DBA Memorial Health System",150000,HOSPITAL_OR_SYSTEM,Yes,KDHE CHW_AFIM award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,,,
KS,44,"CommonSpirit Kansas, Inc",149960,HOSPITAL_OR_SYSTEM,Yes,"KDHE CHW_AFIM award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): CommonSpirit Health's Kansas entity (operates CommonSpirit hospitals in western Kansas). [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",CommonSpirit Health's Kansas entity (operates CommonSpirit hospitals in western Kansas). [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957
KS,45,Citizens Foundation,146476,NONPROFIT_CBO,No,"KDHE CHW_AFIM award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Most likely the foundation of Citizens Health (Colby), a hospital foundation. Not confirmed; if confirmed, flag hospital-affiliated. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Most likely the foundation of Citizens Health (Colby), a hospital foundation. Not confirmed; if confirmed, flag hospital-affiliated. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957"
KS,46,Newman Memorial County Hospital,110716,HOSPITAL_OR_SYSTEM,Yes,KDHE CHW_AFIM award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,Kansas RHTP Community Health Worker (CHW) + Accountable Food is Medicine (AFIM) Awarded Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,CHW_AFIM,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_chw_afim_project_descriptions.pdf,,,
KS,47,CommonSpirit Kansas,2980250,HOSPITAL_OR_SYSTEM,Yes,"KDHE EMERGING_TECH award. RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS Hospital enrolment ORGANIZATION NAME 'COMMONSPIRIT KANSAS INC', Garden City (Finney County, this award's county); it also enrols a CAH in Ulysses. Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,Emerging Technology Award Winners and Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,170023,,,,EMERGING_TECH,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS Hospital enrolment ORGANIZATION NAME 'COMMONSPIRIT KANSAS INC', Garden City (Finney County, this award's county); it also enrols a CAH in Ulysses. Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-09-22_kdhe_emerging_technology_award_winners.pdf,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS Hospital enrolment ORGANIZATION NAME 'COMMONSPIRIT KANSAS INC', Garden City (Finney County, this award's county); it also enrols a CAH in Ulysses"
KS,48,UKHS Great Bend,2960927,HOSPITAL_OR_SYSTEM,Yes,"KDHE EMERGING_TECH award. RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS Hospital enrolment ORGANIZATION NAME 'UKHS GREAT BEND LLC', Great Bend (Barton County). Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,Emerging Technology Award Winners and Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,170191,,,,EMERGING_TECH,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS Hospital enrolment ORGANIZATION NAME 'UKHS GREAT BEND LLC', Great Bend (Barton County). Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-09-22_kdhe_emerging_technology_award_winners.pdf,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS Hospital enrolment ORGANIZATION NAME 'UKHS GREAT BEND LLC', Great Bend (Barton County)"
KS,49,Rooks County Health Center,1704066,HOSPITAL_OR_SYSTEM,Yes,"KDHE EMERGING_TECH award. RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS CRITICAL ACCESS HOSPITAL enrolment, ORGANIZATION NAME, Plainville (Rooks County). Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,Emerging Technology Award Winners and Project Descriptions,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,171311,,,,EMERGING_TECH,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE (session 52): HOSPITAL_OR_SYSTEM [ORG_WEBSITE] -- CMS CRITICAL ACCESS HOSPITAL enrolment, ORGANIZATION NAME, Plainville (Rooks County). Flow: DIRECT. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-09-22_kdhe_emerging_technology_award_winners.pdf,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS CRITICAL ACCESS HOSPITAL enrolment, ORGANIZATION NAME, Plainville (Rooks County)"
