state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,award_pool,site,activity_raw,recipient_type_source,determination_confidence,flag_reason,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,basis_type,round_amount,announcement_date,source_archive_path
NJ,30,"Impactiv, Inc.",157737,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand access to evidence-based virtual exercise programming for older adults (55+) in rural New Jersey to reduce fall risk, increase physical activity engagement, and improve social connectedness through community-based partnerships.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,31,"Inspira Medical Centers, Inc.",578248,HOSPITAL_OR_SYSTEM,Yes,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,To expand Community Health Worker (CHW) capacity to identify rural residents in Cumberland and Salem counties with unmet social and health needs and connect them to supportive services.,"TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 310032/310032A/310069/310069A/31S032/31S032A/31S069A. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 310032/310032A/310069/310069A/31S032/31S032A/31S069A. §0.3a: the recipient is a hospital whatever the activity.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,32,Kennedy University Hospital Inc.,584514,HOSPITAL_OR_SYSTEM,Yes,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,310086,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Enhance patient access to care for rural residents in Atlantic, Burlington, Cumberland, and Salem Counties through the integration of technology solutions.","TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310086. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",MEDIUM,,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310086. §0.3a: the recipient is a hospital whatever the activity.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,33,Legacy Treatment Services,662335,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Increase access to quality whole-person care through mobile- enabled healthcare delivery, including substance use disorder (SUD) services and prevention in rural Atlantic and Cape May counties.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,34,LilyLink Inc.,440370,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve maternal and neonatal health outcomes among rural residents across New Jersey through technology-enabled solutions.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,35,Maryville Inc.,821012,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve recovery outcomes for residents of rural Southern New Jersey with mental health and substance use disorders (SUDs) by enrolling and maintaining active participation in peer-led recovery support services and expanding access to mental health and SUD support services by implementing technology-enabled solutions.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,36,Mercer County,409538,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Increase access to preventive health screenings and vaccinations for populations in rural Mercer County.,"TYPED (session 61, HAND-READ): A New Jersey county government; the form is in the state's own string. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: A New Jersey county government; the form is in the state's own string.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,37,Montclair State University,335731,UNIVERSITY_OR_AHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Provide professional development opportunities, including reflective supervision training and coaching, for the rural health workforce.","TYPED (session 61, CLASSIFIER): The form is in the state's own string, and the shared classifier's name rule reads it. Classifier said UNIVERSITY_OR_AHC/HIGH.",HIGH,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The form is in the state's own string, and the shared classifier's name rule reads it.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,38,"New Jersey Chapter, American Academy of Pediatrics",515257,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve oral health and mental health outcomes for children and adolescents in rural New Jersey, with a focus on uninsured and underinsured populations.","TYPED (session 61, HAND-READ): OVERRIDE of the classifier's PHYSICIAN_PRACTICE, which reads 'Pediatrics' as a practice: this is the state chapter of a professional medical society. Left on §8's standing fallback and queued; $0 hospital effect either way. Classifier said PHYSICIAN_PRACTICE/MEDIUM.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: OVERRIDE of the classifier's PHYSICIAN_PRACTICE, which reads 'Pediatrics' as a practice: this is the state chapter of a professional medical society. Left on §8's standing fallback and queued; $0 hospital effect either way.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",GENERAL_KNOWLEDGE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,39,NJ Prevention Network,291079,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand access for rural residents in New Jersey to timely, coordinated health, behavioral health, and social support services through integrated technology solutions for communications, referral, and resource navigation and to strengthen the capacity of New Jersey’s behavioral health workforce by developing and delivering evidence-informed, rural-adapted training modules for providers serving eligible rural areas.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,40,NORWESCAP,52236,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Deploy community-based digital screening kiosks and navigation services that identify social needs and connect individuals to wraparound services in rural Hunterdon, Sussex, and Warren Counties.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,41,Oaks Integrated Care Inc.,149810,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve mental health care access, quality, and outcomes for rural New Jersey residents by integrating technology solutions, including Electronic Health Record (EHR) enhancements, telehealth expansion, and AI-driven tools.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,42,Ocean County,713310,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve access to coordinated preventive, chronic disease, maternal, and behavioral health services and support better health outcomes through community-based care, education, and engagement. Improve chronic disease, maternal health, and perinatal mental health outcomes by enabling early clinical intervention through remote patient monitoring and behavioral health integration programs.","TYPED (session 61, HAND-READ): A New Jersey county government; the form is in the state's own string. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: A New Jersey county government; the form is in the state's own string.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,43,Ocean Mental Health Services,849327,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"To increase preventive care access and to improve early detection of chronic disease among rural residents through mobile outreach, health education, and digital communication efforts and by expanding access to care through remote patient monitoring, telehealth infrastructure, and integrated Electronic Health Record (EHR) technology solutions.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,44,Parker Family Health Center Inc.,438215,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Increase healthcare access and improve health outcomes in Monmouth and Ocean County rural communities by implementing initiatives focused on oral health, diabetes, and hypertension prevention and management, supported by new technological resources.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,45,RH Health Inc.,269612,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve health outcomes among rural residents across New Jersey through a home-based diagnostic testing program.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,46,Rowan University,786938,UNIVERSITY_OR_AHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand rural health infrastructure and programming to improve early detection and prevention of chronic conditions, substance use, and nutritional health challenges among residents of Cumberland County.","TYPED (session 61, CLASSIFIER): The form is in the state's own string, and the shared classifier's name rule reads it. Classifier said UNIVERSITY_OR_AHC/HIGH.",HIGH,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The form is in the state's own string, and the shared classifier's name rule reads it.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,47,Rutgers Biomedical and Health Sciences,518443,UNIVERSITY_OR_AHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve maternal mental health and access to perinatal support services by implementing and scaling technology-enabled interventions and by expanding access to culturally responsive, evidence-based patient education integrated into routine perinatal care clinical workflows.","TYPED (session 61, HAND-READ): Rutgers University's academic health sciences division; the university is in the state's own string. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: Rutgers University's academic health sciences division; the university is in the state's own string.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,48,"Rutgers, The State University of New Jersey, Camden",239785,UNIVERSITY_OR_AHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Identify and address healthcare access barriers for residents in rural Atlantic, Salem, and Cumberland counties through community-informed research that informs statewide rural health strategy.","TYPED (session 61, CLASSIFIER): The form is in the state's own string, and the shared classifier's name rule reads it. Classifier said UNIVERSITY_OR_AHC/HIGH.",HIGH,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The form is in the state's own string, and the shared classifier's name rule reads it.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,49,"Rutgers, The State University of NJ",1216604,UNIVERSITY_OR_AHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand identification of health risks and improve access to health care and supportive services and integrated systems through community outreach, health screening, remote patient monitoring, risk detection, and care navigation and strengthening the rural health infrastructure by building community and workforce capacity through training and technical assistance to support chronic disease prevention, health literacy, and care coordination in Hunterdon and Cumberland Counties.","TYPED (session 61, CLASSIFIER): The form is in the state's own string, and the shared classifier's name rule reads it. Classifier said UNIVERSITY_OR_AHC/HIGH.",HIGH,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The form is in the state's own string, and the shared classifier's name rule reads it.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
