state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,initiative,activity,awardee_legal_as_published,dba_as_published,facility_state,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,basis_type,round_amount,announcement_date,source_archive_path,page_row
VT,23,105 Chester Road Opco LLC DBA Springfield Center for Living and Rehabilitation,286600,OTHER,No,"Executed agreement, Regionalization: Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators,105 Chester Road Opco LLC,Springfield Center for Living and Rehabilitation,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: 105 CHESTER ROAD OPCO LLC dba SPRINGFIELD CENTER FOR LIVING AND REHABILITATION, CCN 475025B. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: 105 CHESTER ROAD OPCO LLC dba SPRINGFIELD CENTER FOR LIVING AND REHABILITATION, CCN 475025B.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,23
VT,24,1248 Hospital Drive Opco LLC DBA St. Johnsbury Center for Living and Rehabilitation,531750,OTHER,No,"Executed agreement, Regionalization: Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators,1248 Hospital Drive Opco LLC,St. Johnsbury Center for Living and Rehabilitation,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: 1248 HOSPITAL DRIVE OPCO LLC dba ST JOHNSBURY CENTER FOR LIVING AND REHABILITATION, CCN 475019B. 'Hospital' is the STREET in the LLC's name; §8's name rule returns HOSPITAL_OR_SYSTEM at HIGH and is wrong. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",MEDIUM,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: 1248 HOSPITAL DRIVE OPCO LLC dba ST JOHNSBURY CENTER FOR LIVING AND REHABILITATION, CCN 475019B. 'Hospital' is the STREET in the LLC's name; §8's name rule returns HOSPITAL_OR_SYSTEM at HIGH and is wrong.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,24
VT,25,"Rutland Crossings, LLC",464325.97,OTHER,No,"Executed agreement, Regionalization: Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Improve availability and access to high-acuity services for nursing home residents including dialysis services and ventilators,"Rutland Crossings, LLC",,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: RUTLAND CROSSINGS LLC dba THE PINES AT RUTLAND CENTER FOR NURSING AND REHABILITATION, CCN 475018. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: RUTLAND CROSSINGS LLC dba THE PINES AT RUTLAND CENTER FOR NURSING AND REHABILITATION, CCN 475018.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,25
VT,26,McKinsey & Co.,5100000,VENDOR_OR_CONTRACTOR,No,"Executed agreement, Regionalization: Transformation analytics and support. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Transformation analytics and support,McKinsey & Co.,,,TYPED (session 54): Management consultancy contracted by the State. Classifier said NONPROFIT_CBO/LOW.,LOW,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,26
VT,27,Washington County Mental Health,22500.73,OTHER,No,"Executed agreement, Regionalization: Mental Health (MH) and Substance Use Disorder (SUD) urgent care expansion. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Mental Health (MH) and Substance Use Disorder (SUD) urgent care expansion,Washington County Mental Health,,VT,"TYPED (session 54): COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Washington County), by general knowledge. Classifier said NONPROFIT_CBO/LOW.",LOW,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Washington County), by general knowledge.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,27
VT,28,Health Care and Rehabilitation Services (HCRS),3216288.17,OTHER,No,"Executed agreement, Regionalization: Mental Health (MH) and Substance Use Disorder (SUD) urgent care expansion. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Mental Health (MH) and Substance Use Disorder (SUD) urgent care expansion,Health Care and Rehabilitation Services (HCRS),,VT,"TYPED (session 54): COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (southeastern Vermont), by general knowledge. Mississippi's CMHC precedent: neither a hospital nor the awarding agency. Classifier said NONPROFIT_CBO/LOW.",LOW,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (southeastern Vermont), by general knowledge. Mississippi's CMHC precedent: neither a hospital nor the awarding agency.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,28
VT,29,"Bailit Health Purchasing, LLC",1430829,VENDOR_OR_CONTRACTOR,No,"Executed agreement, Regionalization: Development of a statewide health care delivery strategic plan. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Regionalization,Development of a statewide health care delivery strategic plan,"Bailit Health Purchasing, LLC",,,TYPED (session 54): Health-policy consultancy contracted by the State. Classifier said NONPROFIT_CBO/LOW.,LOW,,Regionalization,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,29
VT,30,Northern Counties Health Care,82871,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Northern Counties Health Care,,VT,TYPED (session 54): CMS FQHC Enrollment: NORTHERN COUNTIES HEALTH CARE INC (St. Johnsbury Community Health Center and others). Classifier said NONPROFIT_CBO/LOW.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,30
VT,31,Northeastern Vermont Regional Hospital Inc.,143375.56,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Northeastern Vermont Regional Hospital Inc.,,VT,"TYPED (session 54): CMS Hospital Enrollment: NORTHEASTERN VERMONT REGIONAL HOSPITAL INC, CCN 471303 (CAH). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: NORTHEASTERN VERMONT REGIONAL HOSPITAL INC, CCN 471303 (CAH).) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,31
VT,32,Community Health Centers of the Rutland Region,283395.91,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Community Health Centers of the Rutland Region,,VT,TYPED (session 54): CMS FQHC Enrollment: COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION INC. Classifier said FQHC_OR_RHC/MEDIUM.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,32
VT,33,Dartmouth Health Home Care,179160.08,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Dartmouth Health Home Care*,,NH,"TYPED (session 54): HOME HEALTH AGENCY, by general knowledge. See 'Dartmouth Health Home Care, Inc.' -- not merged (§2). Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: HOME HEALTH AGENCY, by general knowledge. See 'Dartmouth Health Home Care, Inc.' -- not merged (§2).","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,33
VT,34,Richford Health Center Inc. DBA Northern Tier Center for Health (NOTCH),109465.19,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Richford Health Center Inc.,Northern Tier Center for Health (NOTCH),VT,"TYPED (session 54): CMS FQHC Enrollment: THE RICHFORD HEALTH CENTER, INC. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,34
VT,35,CLR Opco,56300,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,CLR Opco,,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: CLR OPCO LLC dba CENTER FOR LIVING & REHABILITATION, Bennington, CCN 475029. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: CLR OPCO LLC dba CENTER FOR LIVING & REHABILITATION, Bennington, CCN 475029.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,35
VT,36,Central Vermont Home Health & Hospice (CVHHH),215953.68,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Central Vermont Home Health & Hospice (CVHHH),,VT,"TYPED (session 54): HOME HEALTH AGENCY. CMS HHA Enrollment: CENTRAL VERMONT HOME HEALTH & HOSPICE, INC, CCN 477003. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: HOME HEALTH AGENCY. CMS HHA Enrollment: CENTRAL VERMONT HOME HEALTH & HOSPICE, INC, CCN 477003.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,36
VT,37,Rutland Center for Living and Rehabilitation,56300,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,Rutland Center for Living and Rehabilitation,,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment carries this string as the DBA of 46 NICHOLS STREET OPCO LLC, CCN 475039. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment carries this string as the DBA of 46 NICHOLS STREET OPCO LLC, CCN 475039.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,37
VT,38,UVM - Health Network,266288.34,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,UVM - Health Network,,VT,"TYPED (session 54): GENERAL KNOWLEDGE: a second spelling of The University of Vermont Health Network Inc. (not merged, §2). See that row. Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (GENERAL KNOWLEDGE: a second spelling of The University of Vermont Health Network Inc. (not merged, §2). See that row.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,38
VT,39,VNA & Hospice of the Southwest Region,431120.88,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Remote Patient Monitoring (RPM) equipment. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Remote Patient Monitoring (RPM) equipment,VNA & Hospice of the Southwest Region,,VT,"TYPED (session 54): HOME HEALTH AGENCY. CMS HHA Enrollment: VNA & HOSPICE OF THE SOUTHWEST REGION, INC., CCN 477007. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: HOME HEALTH AGENCY. CMS HHA Enrollment: VNA & HOSPICE OF THE SOUTHWEST REGION, INC., CCN 477007.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,39
VT,40,Northern Counties Health Care Inc.,153824,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Northern Counties Health Care Inc.,,VT,TYPED (session 54): CMS FQHC Enrollment: NORTHERN COUNTIES HEALTH CARE INC. Classifier said NONPROFIT_CBO/LOW.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,40
VT,41,CLR Opco,63760,OTHER,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,CLR Opco,,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: CLR OPCO LLC dba CENTER FOR LIVING & REHABILITATION, Bennington, CCN 475029. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: CLR OPCO LLC dba CENTER FOR LIVING & REHABILITATION, Bennington, CCN 475029.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,41
VT,42,North Country Hospital & Health Center,905147.28,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,North Country Hospital & Health Center,,VT,"TYPED (session 54): CMS Hospital Enrollment: NORTH COUNTRY HOSPITAL & HEALTH CENTER INC, CCN 471304 (CAH). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: NORTH COUNTRY HOSPITAL & HEALTH CENTER INC, CCN 471304 (CAH).) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,42
VT,43,Thomas Chittenden Health Center,303710.85,PHYSICIAN_PRACTICE,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Thomas Chittenden Health Center,,VT,"TYPED (session 54): Independent primary-care practice (Williston), by general knowledge. Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,43
