state,record_id,awardee_name_raw,amount_announced,source_doc_title,solicitation_number,new_flags,state_program_basis,registry_program,registry_disposition,action_date,action_date_basis,prior_qa_status,prior_flag_reason
TX,95a076c4-0d5a-4353-8d4d-42dfc1157e53,"Falls Community Hospital and Clinic, Inc.",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,b4ed2523-7cca-4b95-aab1-2e791cf5e8de,Frio Hospital Association,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,b23883fb-be86-44fb-ae32-64d91c5d873b,Hansford County Hospital District,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,95ac364f-c693-4948-af37-fea6be5380ba,Knox County Hospital District,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,a15f3962-8103-4b60-a31e-904212aded2b,Lavaca Hospital District dba Lavaca Medical Center,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,59faeea8-7555-4a17-892c-97ba8dd497ad,Llano Regional Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,d47d78c7-0a82-40cd-ac40-f4f93f1ef0b2,Lynn County Hospital District dba Lynn County Health Care System,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,3bec61e8-f335-4524-ae91-cee1e2dec996,Medina County Hospital District dba Medina Healthcare System,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,4a69be24-3957-4d73-9c09-0c716e4f8590,Mid Coast Medical Center – Bellville,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,d3e03d81-5aa9-4324-8468-6dd97de34410,Mitchell County Hospital District,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,20030db2-945e-4ae6-b348-d4d257fd7460,Nolan County Hospital District dba Rolling Plains Memorial Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,120f63fb-cf90-4afa-beab-6fa5c190a203,Parmer County Community Hospital dba Parmer Medical Center,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,72e8d964-3557-4ca6-a82c-1f89b980ec93,"Preferred Hospital Leasing Coleman, Inc. dba Coleman County Medical Center",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,f654f708-c088-4042-bd1e-10a6a0dd7a41,"Preferred Hospital Leasing Eldorado, Inc. dba Schleicher County Medical Center",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,206d47bd-6199-4989-87bc-caf69341e341,"Preferred Hospital Leasing Hemphill, Inc. dba Sabine County Hospital",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,aefbf147-11cb-4c74-b647-4bd47c52cdf8,Preferred Hospital Leasing Inc. dba Collingsworth General Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,aa645d7e-67b7-48ab-9368-6b75236c6a95,"Preferred Hospital Leasing Junction, Inc. dba Kimble Hospital",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,e76b2c6f-decc-4d9a-acb8-5222aab9bcc6,"Preferred Hospital Leasing Shamrock, Inc. dba Shamrock General Hospital",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,75d3aa10-7dbf-4e51-bcd9-0b6e9d779930,"Preferred Hospital Leasing Van Horn, Inc. dba Culberson Hospital",350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,b1e1d2c0-f23c-4488-bee0-3cb50d8f8805,Scurry County Hospital District dba Cogdell Memorial Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,616d0e26-035f-4030-abbc-07ab3c964cb0,Somervell County Hospital District dba Glen Rose Medical Center,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,4b02fe03-f422-43b0-8349-6dfd05275300,Stephens Memorial Hospital District dba Stephens Memorial Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,ef5c7aa3-d54e-468c-a88e-514acc1217dc,Stonewall County Hospital District dba Stonewall Memorial Hospital,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,efb80a10-d32d-4391-a00b-8785bb169f2e,Titus County Hospital District dba Titus Regional Medical Center,350000,TX - 2026 - HHSC PCS Grant Awards - HHS0015677,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015677,NOT_RHTP_STATE_APPROPRIATION,2025-03-11,"REGISTRY: RFA released 2025-03-11 (closed 2025-04-09), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,f819345d-e9ba-4e41-85cb-06192c6745c6,"Anson Hospital District, dba Anson General Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,825b8514-776e-4f8f-a701-6818e2dbaa65,"Bosque County Hospital District, dba Goodall-Witcher Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,abdd3468-bc23-4bfe-8921-e65be121894a,"CAHRMC, dba Rice Medical Center",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,ae03fdda-0cfa-410a-a2f7-e4e0fdc4d267,"Castro County Hospital District, dba Plains Memorial Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,8970a913-f882-4fab-9ce2-8268b9007acc,"Dallam Hartley Counties Hospital District, dba Coon Memorial Hospital and Home",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,ec1dc707-4efd-4dfe-84b2-5bf2575973cd,Dawson County Hospital District dba Medical Arts Hospital,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,917710bc-0c2e-4c93-8bee-be04d6798901,Electra Memorial Hospital,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,e092bb1f-ec6b-4449-88c4-dea2db883280,"Fairfield Hospital District, dba Freestone Medical Center",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,4b6c2f41-dafa-4bef-ab30-ce39b7f13133,"Gainesville Community Hospital, Inc., dba North Texas Medical Center (NTMC)",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,f0b486bd-f2b9-4947-b45f-e8ec4ebc5291,Graham Regional Medical Center,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,6ff11494-ad58-4bca-aec6-a29465dfa7d5,"Haskell County Hospital District, dba Haskell Memorial Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,92049f91-052b-4d1b-b1c0-0589abbf0277,Hemphill County Hospital,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,b53d5fd2-0bd5-49f0-bd36-ccc771ae1921,"Jack County Hospital District, dba Faith Community Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,8049b654-be57-4e52-9797-dece8c9467c2,Muenster Hospital District,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,03315c5a-b7d8-4182-8073-dfce6ad2b2f8,"Muleshoe Area Hospital District, dba Muleshoe Area Medical Center",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,7ddcf2e0-a31e-4c46-8caa-b9e103f2b320,"North Runnels County Hospital, dba North Runnels Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,e210674d-87fb-4c9d-8b21-eabba6a7a6cc,Palacios Community Medical Center,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,7c50df5f-f6b1-4888-bf3e-1ec0627a7124,"Scurry County Hospital District, dba Cogdell Memorial Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,02f17b6f-0142-40ea-be10-6c2ceff3ef29,"Swisher Memorial Healthcare System, dba Swisher Memorial Hospital",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,2d395ef9-d811-4a93-a0f3-948ebff36b1c,Throckmorton County Memorial Hospital,250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,9c06d9c6-309c-4670-b3d2-2d92b6bf0314,"Val Verde Hospital Corporation, dba Val Verde Regional Medical Center",250000,TX - 2026 - HHSC PCS Grant Awards - HHS0015180,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0015180,NOT_RHTP_STATE_APPROPRIATION,2025-03-24,"REGISTRY: RFA released 2025-03-24 (closed 2025-04-24), per HHSC's Rural Hospital Financial Assistance page",QUARANTINED,PROVENANCE_PREDATES_NOA;PROVENANCE_STATE_PROGRAM
TX,f8f73626-bb25-44fc-b71b-c16a3c44e63b,Dallas County Hospital District dba Parkland Health,200000,TX - 2026 - HHSC PCS Grant Award - HHS0016121,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0016121,NOT_RHTP_STATE_APPROPRIATION,2025-09-24,"REGISTRY: RFA 'Release Date : September 24, 2025', printed on HHSC's RFA page (archived); 'DEADLINE FOR SUBMISSION OF APPLICATIONS November 4, 2025' on the RFA cover.",FLAGGED,SOURCE_DOCUMENT_UNRESOLVED
TX,3eae51a5-56bf-421b-9faa-b9363df12532,"Tarrant County Hospital District, dba JPS Health Network",199668,TX - 2026 - HHSC PCS Grant Award - HHS0016121,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0016121,NOT_RHTP_STATE_APPROPRIATION,2025-09-24,"REGISTRY: RFA 'Release Date : September 24, 2025', printed on HHSC's RFA page (archived); 'DEADLINE FOR SUBMISSION OF APPLICATIONS November 4, 2025' on the RFA cover.",FLAGGED,SOURCE_DOCUMENT_UNRESOLVED
TX,d17be1da-61f0-4267-8038-cd02ce23eb1b,Shannon Medical Center,184595,TX - 2026 - HHSC PCS Grant Award - HHS0016121,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0016121,NOT_RHTP_STATE_APPROPRIATION,2025-09-24,"REGISTRY: RFA 'Release Date : September 24, 2025', printed on HHSC's RFA page (archived); 'DEADLINE FOR SUBMISSION OF APPLICATIONS November 4, 2025' on the RFA cover.",FLAGGED,SOURCE_DOCUMENT_UNRESOLVED
TX,a6a8d475-1244-4201-93c1-f78baf1e730d,Midland County Hospital District dba Midland Health,82737,TX - 2026 - HHSC PCS Grant Award - HHS0016121,,PROVENANCE_STATE_PROGRAM;PROVENANCE_PREDATES_NOA,REGISTRY,TX-HHS0016121,NOT_RHTP_STATE_APPROPRIATION,2025-09-24,"REGISTRY: RFA 'Release Date : September 24, 2025', printed on HHSC's RFA page (archived); 'DEADLINE FOR SUBMISSION OF APPLICATIONS November 4, 2025' on the RFA cover.",FLAGGED,SOURCE_DOCUMENT_UNRESOLVED
