state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,counties,award_pool,awardee_as_published,recipient_type_source,determination_confidence,flag_reason,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,round_amount,announcement_date,source_archive_path,basis_type,verified_by,verified_basis
NY,21,Glens Falls Hospital,1500000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Warren Washington Essex Hamilton. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330191,NA,NA,NA,Warren Washington Essex Hamilton,Rural Community Health Integration (RCHI),Glens Falls Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Glens Falls [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Glens Falls"
NY,22,Greenport Rescue Squad,312035.67,EMS_OR_PSAP,Unclear,"RCHI lead applicant; counties: Columbia. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Columbia,Rural Community Health Integration (RCHI),Greenport Rescue Squad,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Greenport Rescue Squad,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: The roster's own string names a rescue squad, an EMS agency [STATE_SOURCE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,STATE_SOURCE,session 52 (hand-read against CMS enrolment),"The roster's own string names a rescue squad, an EMS agency"
NY,23,Guthrie Cortland Medical Center,1848105,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Broome Chemung Chenango Cortland Delaware Otsego Schuyler Steuben Tioga Tompkins. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330175,NA,NA,NA,Broome Chemung Chenango Cortland Delaware Otsego Schuyler Steuben Tioga Tompkins,Rural Community Health Integration (RCHI),Guthrie Cortland Medical Center,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Cortland [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Cortland"
NY,24,HealthAlliance of the Hudson Valley,1070688,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Ulster. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330224,NA,NA,NA,Ulster,Rural Community Health Integration (RCHI),HealthAlliance of the Hudson Valley,machine: NONPROFIT_CBO/LOW,LOW,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: BRIDGE: CMS 'HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS', Kingston (Ulster, this row's county) [GENERAL_KNOWLEDGE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,GENERAL_KNOWLEDGE,session 52 (hand-read against CMS enrolment),"BRIDGE: CMS 'HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS', Kingston (Ulster, this row's county)"
NY,25,Healthy Alliance Foundation,1000000,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Schenectady Montgomery. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Schenectady Montgomery,Rural Community Health Integration (RCHI),Healthy Alliance Foundation,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Healthy Alliance Foundation,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,26,Hudson Headwaters,2999572,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Warren Washington Essex Hamilton. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331026,NA,NA,NA,Warren Washington Essex Hamilton,Rural Community Health Integration (RCHI),Hudson Headwaters,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Hudson Headwaters,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: BRIDGE: CMS FQHC 'HUDSON HEADWATERS HEALTH NETWORK', Warren County sites; the roster drops 'Health Network' [GENERAL_KNOWLEDGE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,GENERAL_KNOWLEDGE,session 52 (hand-read against CMS enrolment),"BRIDGE: CMS FQHC 'HUDSON HEADWATERS HEALTH NETWORK', Warren County sites; the roster drops 'Health Network'"
NY,27,Institute for Family Health,699350.94,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Ulster. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331012,NA,NA,NA,Ulster,Rural Community Health Integration (RCHI),Institute for Family Health,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Institute for Family Health,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: CMS FQHC ORGANIZATION NAME 'THE INSTITUTE FOR FAMILY HEALTH' [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),CMS FQHC ORGANIZATION NAME 'THE INSTITUTE FOR FAMILY HEALTH'
NY,28,Jones Memorial Hospital,1178100,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Allegany. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330096,NA,NA,NA,Allegany,Rural Community Health Integration (RCHI),Jones Memorial Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS DBA, Wellsville [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS DBA, Wellsville"
NY,29,Lewis County General Hospital,292688.79,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Lewis St. Lawrence Jefferson. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331317,NA,NA,NA,Lewis St. Lawrence Jefferson,Rural Community Health Integration (RCHI),Lewis County General Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Lowville [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Lowville"
NY,30,Madison County Rural Health Council,292500,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Madison. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Madison,Rural Community Health Integration (RCHI),Madison County Rural Health Council,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Madison County Rural Health Council,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,31,Margaretville Memorial Hospital,1000000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Delaware. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331304,NA,NA,NA,Delaware,Rural Community Health Integration (RCHI),Margaretville Memorial Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Margaretville [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Margaretville"
NY,32,Mohawk Valley Health System,1850000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Herkimer Oneida. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330044,NA,NA,NA,Herkimer Oneida,Rural Community Health Integration (RCHI),Mohawk Valley Health System,machine: HOSPITAL_OR_SYSTEM/MEDIUM,LOW,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: BRIDGE: CMS 'MVHS INC' dba WYNN HOSPITAL, Utica (Oneida, an award county). TRAP REFUSED: a stem match on 'Mohawk Valley' also finds the NYS Office of Mental Health's MOHAWK VALLEY PSYCHIATRIC CENTER, a state agency [GENERAL_KNOWLEDGE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,GENERAL_KNOWLEDGE,session 52 (hand-read against CMS enrolment),"BRIDGE: CMS 'MVHS INC' dba WYNN HOSPITAL, Utica (Oneida, an award county). TRAP REFUSED: a stem match on 'Mohawk Valley' also finds the NYS Office of Mental Health's MOHAWK VALLEY PSYCHIATRIC CENTER, a state agency"
NY,33,Montefiore St. Luke's Cornwall,400000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Orange. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330264,NA,NA,NA,Orange,Rural Community Health Integration (RCHI),Montefiore St. Luke's Cornwall,machine: NONPROFIT_CBO/LOW,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS DBA, Newburgh [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS DBA, Newburgh"
NY,34,Nathan Littauer Hospital and Nursing Home,1651467,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Fulton Montgomery. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330276,NA,NA,NA,Fulton Montgomery,Rural Community Health Integration (RCHI),Nathan Littauer Hospital and Nursing Home,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS DBA, Gloversville [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS DBA, Gloversville"
NY,35,Newark-Wayne Community Hospital,3000000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Wayne. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330030,NA,NA,NA,Wayne,Rural Community Health Integration (RCHI),Newark-Wayne Community Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Newark [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Newark"
NY,36,Nicholas Noyes Hospital,1178100,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Livingston. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330238,NA,NA,NA,Livingston,Rural Community Health Integration (RCHI),Nicholas Noyes Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,LOW,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: BRIDGE: CMS 'NICHOLAS H NOYES MEMORIAL HOSPITAL', Dansville (Livingston, this row's county) [GENERAL_KNOWLEDGE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,GENERAL_KNOWLEDGE,session 52 (hand-read against CMS enrolment),"BRIDGE: CMS 'NICHOLAS H NOYES MEMORIAL HOSPITAL', Dansville (Livingston, this row's county)"
NY,37,Northern Dutchess Hospital,224675,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Dutchess Ulster Columbia. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330049,NA,NA,NA,Dutchess Ulster Columbia,Rural Community Health Integration (RCHI),Northern Dutchess Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Rhinebeck [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Rhinebeck"
NY,38,ODA Primary Health Care Network,2687998,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Sullivan. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331042,NA,NA,NA,Sullivan,Rural Community Health Integration (RCHI),ODA Primary Health Care Network,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,ODA Primary Health Care Network,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: CMS FQHC ORGANIZATION NAME; sites include Woodridge (Sullivan, the award county) [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS FQHC ORGANIZATION NAME; sites include Woodridge (Sullivan, the award county)"
NY,39,Oneida Health,1030000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Madison Oneida. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330115,NA,NA,NA,Madison Oneida,Rural Community Health Integration (RCHI),Oneida Health,machine: NONPROFIT_CBO/LOW,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS DBA 'ONEIDA HEALTH', Oneida -- the shared classifier alone falls to the fallback on this name [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS DBA 'ONEIDA HEALTH', Oneida -- the shared classifier alone falls to the fallback on this name"
NY,40,Oswego Hospital,3050000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Oswego. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330218,NA,NA,NA,Oswego,Rural Community Health Integration (RCHI),Oswego Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Oswego [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Oswego"
